[header]
width=50
height=100
tilewidth=128
tileheight=64
orientation=staggered

[tilesets]
tileset=../images/tiles/sheet.png,128,64,0,0

[layer]
type=Tile Layer 1
data=
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,3,3,3,
3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,3,3,
3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,3,3,3,
3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,3,3,
3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,3,3,3,
3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,
3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,3,3,3,
3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,6,6,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,
3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,6,6,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,3,3,3,
3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,6,3,6,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,
3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,3,3,6,3,3,6,6,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,
3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,6,3,6,6,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,
3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,3,3,6,3,3,3,6,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,3,3,3,
3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,6,3,3,6,6,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,3,3,
3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,
3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,3,3,
3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,3,3,3,
